Geography,Geographic Area Name,Estimate!!Gini Index,Margin of Error!!Gini Index,year
0500000US72035,"Cayey Municipio, Puerto Rico",0.5325,0.0427,2015
0500000US36011,"Cayuga County, New York",0.4152,0.0069,2015
0500000US24015,"Cecil County, Maryland",0.4009,0.0085,2015
0500000US19031,"Cedar County, Iowa",0.366,0.0168,2015
0500000US29039,"Cedar County, Missouri",0.4523,0.0352,2015
0500000US31027,"Cedar County, Nebraska",0.4382,0.0252,2015
0500000US72037,"Ceiba Municipio, Puerto Rico",0.4663,0.0681,2015
0500000US42027,"Centre County, Pennsylvania",0.4678,0.0099,2015
0500000US19033,"Cerro Gordo County, Iowa",0.455,0.0198,2015
0500000US08015,"Chaffee County, Colorado",0.4132,0.0308,2015
0500000US01017,"Chambers County, Alabama",0.4831,0.0356,2015
0500000US48071,"Chambers County, Texas",0.439,0.0248,2015
0500000US17019,"Champaign County, Illinois",0.4984,0.0084,2015
0500000US39021,"Champaign County, Ohio",0.3838,0.0128,2015
0500000US29041,"Chariton County, Missouri",0.4341,0.0314,2015
0500000US51036,"Charles City County, Virginia",0.4766,0.0509,2015
0500000US24017,"Charles County, Maryland",0.3835,0.0091,2015
0500000US46023,"Charles Mix County, South Dakota",0.463,0.0217,2015
0500000US45019,"Charleston County, South Carolina",0.4972,0.0076,2015
0500000US26029,"Charlevoix County, Michigan",0.4707,0.02,2015
0500000US12015,"Charlotte County, Florida",0.4421,0.0122,2015
0500000US51037,"Charlotte County, Virginia",0.4453,0.0306,2015
0500000US51540,"Charlottesville city, Virginia",0.512,0.0144,2015
0500000US13049,"Charlton County, Georgia",0.4181,0.0284,2015
0500000US20017,"Chase County, Kansas",0.4324,0.0327,2015
0500000US31029,"Chase County, Nebraska",0.4537,0.0758,2015
0500000US13051,"Chatham County, Georgia",0.4713,0.0073,2015
0500000US37037,"Chatham County, North Carolina",0.4775,0.0151,2015
0500000US13053,"Chattahoochee County, Georgia",0.3493,0.0465,2015
0500000US13055,"Chattooga County, Georgia",0.4554,0.0247,2015
0500000US20019,"Chautauqua County, Kansas",0.4587,0.0372,2015
0500000US36013,"Chautauqua County, New York",0.4375,0.0095,2015
0500000US35005,"Chaves County, New Mexico",0.457,0.0172,2015
0500000US47021,"Cheatham County, Tennessee",0.3952,0.0172,2015
0500000US26031,"Cheboygan County, Michigan",0.4491,0.0231,2015
0500000US53007,"Chelan County, Washington",0.4449,0.0134,2015
0500000US36015,"Chemung County, New York",0.4567,0.0122,2015
0500000US36017,"Chenango County, New York",0.4117,0.0091,2015
0500000US01019,"Cherokee County, Alabama",0.4573,0.0243,2015
0500000US13057,"Cherokee County, Georgia",0.4101,0.0098,2015
0500000US19035,"Cherokee County, Iowa",0.433,0.0257,2015
0500000US20021,"Cherokee County, Kansas",0.3923,0.0209,2015
0500000US37039,"Cherokee County, North Carolina",0.4286,0.0161,2015
0500000US40021,"Cherokee County, Oklahoma",0.4617,0.0175,2015
0500000US45021,"Cherokee County, South Carolina",0.4794,0.0283,2015
0500000US48073,"Cherokee County, Texas",0.4676,0.0188,2015
0500000US31031,"Cherry County, Nebraska",0.3956,0.0312,2015
0500000US51550,"Chesapeake city, Virginia",0.3983,0.0081,2015
0500000US33005,"Cheshire County, New Hampshire",0.4445,0.0159,2015
0500000US42029,"Chester County, Pennsylvania",0.452,0.0052,2015
0500000US45023,"Chester County, South Carolina",0.4894,0.0197,2015
0500000US47023,"Chester County, Tennessee",0.4539,0.0331,2015
0500000US45025,"Chesterfield County, South Carolina",0.4658,0.0214,2015
0500000US51041,"Chesterfield County, Virginia",0.4079,0.0067,2015
0500000US08017,"Cheyenne County, Colorado",0.3938,0.0314,2015
0500000US20023,"Cheyenne County, Kansas",0.3947,0.0246,2015
0500000US31033,"Cheyenne County, Nebraska",0.4017,0.0197,2015
0500000US19037,"Chickasaw County, Iowa",0.43,0.0299,2015
0500000US28017,"Chickasaw County, Mississippi",0.4866,0.0406,2015
0500000US05017,"Chicot County, Arkansas",0.5403,0.0542,2015
0500000US48075,"Childress County, Texas",0.4526,0.0593,2015
0500000US01021,"Chilton County, Alabama",0.4462,0.0331,2015
0500000US26033,"Chippewa County, Michigan",0.4365,0.0172,2015
0500000US27023,"Chippewa County, Minnesota",0.408,0.018,2015
0500000US55017,"Chippewa County, Wisconsin",0.4035,0.0137,2015
0500000US27025,"Chisago County, Minnesota",0.367,0.0122,2015
0500000US50007,"Chittenden County, Vermont",0.4421,0.0099,2015
0500000US01023,"Choctaw County, Alabama",0.4849,0.019,2015
0500000US28019,"Choctaw County, Mississippi",0.4435,0.0205,2015
0500000US40023,"Choctaw County, Oklahoma",0.48,0.0228,2015
0500000US30015,"Chouteau County, Montana",0.452,0.0208,2015
0500000US37041,"Chowan County, North Carolina",0.4605,0.0313,2015
0500000US17021,"Christian County, Illinois",0.418,0.0121,2015
0500000US21047,"Christian County, Kentucky",0.4458,0.0191,2015
0500000US29043,"Christian County, Missouri",0.4019,0.0127,2015
0500000US32001,"Churchill County, Nevada",0.4159,0.0199,2015
0500000US72039,"Ciales Municipio, Puerto Rico",0.5055,0.0241,2015
0500000US35006,"Cibola County, New Mexico",0.443,0.0199,2015
0500000US72041,"Cidra Municipio, Puerto Rico",0.4842,0.0137,2015
0500000US40025,"Cimarron County, Oklahoma",0.4452,0.0341,2015
0500000US12017,"Citrus County, Florida",0.4601,0.0162,2015
0500000US41005,"Clackamas County, Oregon",0.446,0.0072,2015
0500000US28021,"Claiborne County, Mississippi",0.5062,0.0309,2015
0500000US47025,"Claiborne County, Tennessee",0.451,0.0192,2015
0500000US22027,"Claiborne Parish, Louisiana",0.4912,0.025,2015
0500000US53009,"Clallam County, Washington",0.4334,0.0126,2015
0500000US26035,"Clare County, Michigan",0.4404,0.0201,2015
0500000US45027,"Clarendon County, South Carolina",0.4888,0.0219,2015
0500000US42031,"Clarion County, Pennsylvania",0.4355,0.0132,2015
0500000US05019,"Clark County, Arkansas",0.4856,0.0239,2015
0500000US16033,"Clark County, Idaho",0.3656,0.0544,2015
0500000US17023,"Clark County, Illinois",0.4317,0.0318,2015
0500000US18019,"Clark County, Indiana",0.4157,0.014,2015
0500000US20025,"Clark County, Kansas",0.4345,0.0335,2015
0500000US21049,"Clark County, Kentucky",0.4499,0.0238,2015
0500000US29045,"Clark County, Missouri",0.4074,0.0351,2015
0500000US32003,"Clark County, Nevada",0.4516,0.0036,2015
0500000US39023,"Clark County, Ohio",0.4423,0.0093,2015
0500000US46025,"Clark County, South Dakota",0.417,0.0266,2015
0500000US53011,"Clark County, Washington",0.4197,0.0053,2015
0500000US55019,"Clark County, Wisconsin",0.4249,0.0095,2015
0500000US01025,"Clarke County, Alabama",0.531,0.0279,2015
0500000US13059,"Clarke County, Georgia",0.5397,0.0117,2015
0500000US19039,"Clarke County, Iowa",0.4125,0.0223,2015
0500000US28023,"Clarke County, Mississippi",0.4508,0.0188,2015
0500000US51043,"Clarke County, Virginia",0.4454,0.0219,2015
0500000US41007,"Clatsop County, Oregon",0.4273,0.0164,2015
0500000US01027,"Clay County, Alabama",0.4217,0.0193,2015
0500000US05021,"Clay County, Arkansas",0.4427,0.0223,2015
0500000US12019,"Clay County, Florida",0.4122,0.0118,2015
0500000US13061,"Clay County, Georgia",0.4698,0.031,2015
0500000US17025,"Clay County, Illinois",0.4016,0.0298,2015
0500000US18021,"Clay County, Indiana",0.4041,0.0196,2015
0500000US19041,"Clay County, Iowa",0.4144,0.028,2015
0500000US20027,"Clay County, Kansas",0.4424,0.0415,2015
0500000US21051,"Clay County, Kentucky",0.4836,0.0274,2015
0500000US27027,"Clay County, Minnesota",0.4138,0.0111,2015
0500000US28025,"Clay County, Mississippi",0.4874,0.0202,2015
0500000US29047,"Clay County, Missouri",0.4022,0.0076,2015
0500000US31035,"Clay County, Nebraska",0.4089,0.0265,2015
0500000US37043,"Clay County, North Carolina",0.4728,0.0584,2015
0500000US46027,"Clay County, South Dakota",0.488,0.0278,2015
0500000US47027,"Clay County, Tennessee",0.4581,0.0234,2015
0500000US48077,"Clay County, Texas",0.4513,0.0333,2015
0500000US54015,"Clay County, West Virginia",0.4438,0.026,2015
0500000US13063,"Clayton County, Georgia",0.4252,0.0088,2015
0500000US19043,"Clayton County, Iowa",0.4203,0.0216,2015
0500000US08019,"Clear Creek County, Colorado",0.4744,0.0509,2015
0500000US42033,"Clearfield County, Pennsylvania",0.4203,0.0114,2015
0500000US16035,"Clearwater County, Idaho",0.3989,0.0209,2015
0500000US27029,"Clearwater County, Minnesota",0.4439,0.019,2015
0500000US01029,"Cleburne County, Alabama",0.4381,0.023,2015
0500000US05023,"Cleburne County, Arkansas",0.4717,0.0275,2015
0500000US39025,"Clermont County, Ohio",0.431,0.0082,2015
0500000US05025,"Cleveland County, Arkansas",0.4387,0.0289,2015
0500000US37045,"Cleveland County, North Carolina",0.4608,0.0177,2015
0500000US40027,"Cleveland County, Oklahoma",0.4329,0.0095,2015
0500000US13065,"Clinch County, Georgia",0.5314,0.038,2015
0500000US17027,"Clinton County, Illinois",0.4074,0.0164,2015
0500000US18023,"Clinton County, Indiana",0.4003,0.0191,2015
0500000US19045,"Clinton County, Iowa",0.4349,0.0148,2015
0500000US21053,"Clinton County, Kentucky",0.4706,0.034,2015
0500000US26037,"Clinton County, Michigan",0.4249,0.0145,2015
0500000US29049,"Clinton County, Missouri",0.3829,0.0165,2015
0500000US36019,"Clinton County, New York",0.437,0.013,2015
0500000US39027,"Clinton County, Ohio",0.4309,0.0202,2015
0500000US42035,"Clinton County, Pennsylvania",0.4191,0.0199,2015
0500000US20029,"Cloud County, Kansas",0.4126,0.0313,2015
0500000US28027,"Coahoma County, Mississippi",0.4921,0.0164,2015
0500000US40029,"Coal County, Oklahoma",0.5045,0.0366,2015
0500000US72043,"Coamo Municipio, Puerto Rico",0.503,0.0252,2015
0500000US13067,"Cobb County, Georgia",0.4567,0.0054,2015
0500000US04003,"Cochise County, Arizona",0.4532,0.0101,2015
0500000US48079,"Cochran County, Texas",0.4965,0.0474,2015
0500000US47029,"Cocke County, Tennessee",0.4804,0.0319,2015
0500000US04005,"Coconino County, Arizona",0.478,0.0159,2015
0500000US46029,"Codington County, South Dakota",0.431,0.0321,2015
0500000US01031,"Coffee County, Alabama",0.4476,0.0155,2015
0500000US13069,"Coffee County, Georgia",0.5,0.021,2015
0500000US47031,"Coffee County, Tennessee",0.4454,0.0174,2015
0500000US20031,"Coffey County, Kansas",0.4056,0.0157,2015
0500000US48081,"Coke County, Texas",0.4688,0.0788,2015
0500000US01033,"Colbert County, Alabama",0.4432,0.0154,2015
0500000US29051,"Cole County, Missouri",0.4175,0.0163,2015
0500000US48083,"Coleman County, Texas",0.4649,0.0382,2015
0500000US17029,"Coles County, Illinois",0.4918,0.0223,2015
0500000US31037,"Colfax County, Nebraska",0.4181,0.0253,2015
0500000US35007,"Colfax County, New Mexico",0.4602,0.0236,2015
0500000US45029,"Colleton County, South Carolina",0.4588,0.0175,2015
0500000US12021,"Collier County, Florida",0.5338,0.0108,2015
0500000US48085,"Collin County, Texas",0.4308,0.0045,2015
0500000US48087,"Collingsworth County, Texas",0.4026,0.0368,2015
0500000US51570,"Colonial Heights city, Virginia",0.4138,0.0261,2015
0500000US48089,"Colorado County, Texas",0.4835,0.0317,2015
0500000US13071,"Colquitt County, Georgia",0.4738,0.0244,2015
0500000US05027,"Columbia County, Arkansas",0.4656,0.021,2015
0500000US12023,"Columbia County, Florida",0.4426,0.0186,2015
0500000US13073,"Columbia County, Georgia",0.411,0.0138,2015
0500000US36021,"Columbia County, New York",0.4573,0.0171,2015
0500000US41009,"Columbia County, Oregon",0.4196,0.0167,2015
0500000US42037,"Columbia County, Pennsylvania",0.4576,0.0136,2015
0500000US53013,"Columbia County, Washington",0.4608,0.0398,2015
0500000US55021,"Columbia County, Wisconsin",0.3955,0.0102,2015
0500000US39029,"Columbiana County, Ohio",0.4385,0.0135,2015
0500000US37047,"Columbus County, North Carolina",0.4841,0.0224,2015
0500000US06011,"Colusa County, California",0.4134,0.039,2015
0500000US48091,"Comal County, Texas",0.4439,0.0144,2015
0500000US20033,"Comanche County, Kansas",0.3968,0.0308,2015
0500000US40031,"Comanche County, Oklahoma",0.4468,0.0129,2015
0500000US48093,"Comanche County, Texas",0.4429,0.0221,2015
0500000US72045,"Comerío Municipio, Puerto Rico",0.5503,0.0304,2015
0500000US48095,"Concho County, Texas",0.4662,0.0518,2015
0500000US22029,"Concordia Parish, Louisiana",0.4948,0.0246,2015
0500000US01035,"Conecuh County, Alabama",0.5014,0.032,2015
0500000US08021,"Conejos County, Colorado",0.4495,0.0433,2015
0500000US06013,"Contra Costa County, California",0.4684,0.0038,2015
0500000US56009,"Converse County, Wyoming",0.3781,0.0258,2015
0500000US05029,"Conway County, Arkansas",0.4685,0.0207,2015
0500000US13075,"Cook County, Georgia",0.4733,0.0362,2015
0500000US17031,"Cook County, Illinois",0.5027,0.0021,2015
0500000US27031,"Cook County, Minnesota",0.4476,0.0372,2015
0500000US48097,"Cooke County, Texas",0.4414,0.0162,2015
0500000US29053,"Cooper County, Missouri",0.4383,0.0323,2015
0500000US33007,"Coos County, New Hampshire",0.4343,0.0131,2015
0500000US41011,"Coos County, Oregon",0.4656,0.0218,2015
0500000US01037,"Coosa County, Alabama",0.4207,0.0241,2015
0500000US28029,"Copiah County, Mississippi",0.4898,0.0262,2015
0500000US72047,"Corozal Municipio, Puerto Rico",0.5155,0.0263,2015
0500000US46031,"Corson County, South Dakota",0.503,0.0413,2015
0500000US36023,"Cortland County, New York",0.4289,0.0132,2015
0500000US48099,"Coryell County, Texas",0.404,0.0166,2015
0500000US39031,"Coshocton County, Ohio",0.405,0.0135,2015
0500000US08023,"Costilla County, Colorado",0.5138,0.048,2015
0500000US48101,"Cottle County, Texas",0.4263,0.0585,2015
0500000US40033,"Cotton County, Oklahoma",0.4068,0.0279,2015
0500000US27033,"Cottonwood County, Minnesota",0.434,0.0164,2015
0500000US01039,"Covington County, Alabama",0.4613,0.0126,2015
0500000US28031,"Covington County, Mississippi",0.4442,0.0208,2015
0500000US51580,"Covington city, Virginia",0.4297,0.0396,2015
0500000US13077,"Coweta County, Georgia",0.4225,0.0115,2015
0500000US20035,"Cowley County, Kansas",0.4307,0.0132,2015
0500000US53015,"Cowlitz County, Washington",0.432,0.0122,2015
0500000US40035,"Craig County, Oklahoma",0.4245,0.02,2015
0500000US51045,"Craig County, Virginia",0.4039,0.0341,2015
0500000US05031,"Craighead County, Arkansas",0.4733,0.0181,2015
0500000US48103,"Crane County, Texas",0.4159,0.0606,2015
0500000US37049,"Craven County, North Carolina",0.4252,0.0143,2015
0500000US05033,"Crawford County, Arkansas",0.4437,0.0231,2015
0500000US13079,"Crawford County, Georgia",0.4283,0.0364,2015
0500000US17033,"Crawford County, Illinois",0.4516,0.0209,2015
0500000US18025,"Crawford County, Indiana",0.4023,0.0206,2015
0500000US19047,"Crawford County, Iowa",0.4396,0.0321,2015
0500000US20037,"Crawford County, Kansas",0.4572,0.0142,2015
0500000US26039,"Crawford County, Michigan",0.4035,0.0303,2015
0500000US29055,"Crawford County, Missouri",0.4435,0.027,2015
0500000US39033,"Crawford County, Ohio",0.4363,0.0257,2015
0500000US42039,"Crawford County, Pennsylvania",0.4248,0.0124,2015
0500000US55023,"Crawford County, Wisconsin",0.4212,0.0164,2015
0500000US40037,"Creek County, Oklahoma",0.446,0.0108,2015
0500000US01041,"Crenshaw County, Alabama",0.4756,0.019,2015
0500000US13081,"Crisp County, Georgia",0.5294,0.0394,2015
0500000US05035,"Crittenden County, Arkansas",0.4533,0.0137,2015
0500000US21055,"Crittenden County, Kentucky",0.4682,0.0278,2015
0500000US47033,"Crockett County, Tennessee",0.444,0.0192,2015
0500000US48105,"Crockett County, Texas",0.4133,0.078,2015
0500000US41013,"Crook County, Oregon",0.4243,0.0235,2015
0500000US56011,"Crook County, Wyoming",0.4113,0.0476,2015
0500000US48107,"Crosby County, Texas",0.4484,0.0346,2015
0500000US05037,"Cross County, Arkansas",0.4568,0.0234,2015
0500000US27035,"Crow Wing County, Minnesota",0.4507,0.0155,2015
0500000US08025,"Crowley County, Colorado",0.4501,0.0438,2015
0500000US48109,"Culberson County, Texas",0.4728,0.0605,2015
0500000US72049,"Culebra Municipio, Puerto Rico",0.4331,0.0432,2015
0500000US01043,"Cullman County, Alabama",0.4517,0.0138,2015
0500000US51047,"Culpeper County, Virginia",0.4036,0.0272,2015
0500000US17035,"Cumberland County, Illinois",0.3911,0.0191,2015
0500000US21057,"Cumberland County, Kentucky",0.4716,0.0574,2015
0500000US23005,"Cumberland County, Maine",0.4696,0.01,2015
0500000US34011,"Cumberland County, New Jersey",0.4404,0.0113,2015
0500000US37051,"Cumberland County, North Carolina",0.4379,0.0072,2015
0500000US42041,"Cumberland County, Pennsylvania",0.4263,0.0072,2015
0500000US47035,"Cumberland County, Tennessee",0.4283,0.0137,2015
0500000US51049,"Cumberland County, Virginia",0.4341,0.0358,2015
0500000US31039,"Cuming County, Nebraska",0.4132,0.0254,2015
0500000US37053,"Currituck County, North Carolina",0.3804,0.0195,2015
0500000US35009,"Curry County, New Mexico",0.4662,0.0359,2015
0500000US41015,"Curry County, Oregon",0.4264,0.0186,2015
0500000US08027,"Custer County, Colorado",0.447,0.0383,2015
0500000US16037,"Custer County, Idaho",0.4258,0.0394,2015
0500000US30017,"Custer County, Montana",0.4352,0.0207,2015
0500000US31041,"Custer County, Nebraska",0.4871,0.0595,2015
0500000US40039,"Custer County, Oklahoma",0.4551,0.0271,2015
0500000US46033,"Custer County, South Dakota",0.4321,0.0365,2015
0500000US39035,"Cuyahoga County, Ohio",0.5047,0.0034,2015
0500000US13083,"Dade County, Georgia",0.4172,0.0221,2015
0500000US29057,"Dade County, Missouri",0.4309,0.0225,2015
0500000US49009,"Daggett County, Utah",0.3674,0.0507,2015
0500000US27037,"Dakota County, Minnesota",0.41,0.0048,2015
0500000US31043,"Dakota County, Nebraska",0.4173,0.0219,2015
0500000US01045,"Dale County, Alabama",0.4426,0.0169,2015
0500000US48111,"Dallam County, Texas",0.4307,0.0398,2015
0500000US01047,"Dallas County, Alabama",0.5255,0.0201,2015
0500000US05039,"Dallas County, Arkansas",0.4169,0.027,2015
0500000US19049,"Dallas County, Iowa",0.4351,0.0157,2015
0500000US29059,"Dallas County, Missouri",0.3961,0.0282,2015
0500000US48113,"Dallas County, Texas",0.5017,0.0035,2015
0500000US55025,"Dane County, Wisconsin",0.4479,0.0049,2015
0500000US30019,"Daniels County, Montana",0.461,0.0505,2015
0500000US51590,"Danville city, Virginia",0.4912,0.0174,2015
0500000US37055,"Dare County, North Carolina",0.4137,0.0188,2015
0500000US39037,"Darke County, Ohio",0.4149,0.0157,2015
0500000US45031,"Darlington County, South Carolina",0.4802,0.0151,2015
0500000US42043,"Dauphin County, Pennsylvania",0.4463,0.0087,2015
0500000US37057,"Davidson County, North Carolina",0.4365,0.0129,2015
0500000US47037,"Davidson County, Tennessee",0.4881,0.0055,2015
0500000US37059,"Davie County, North Carolina",0.4703,0.023,2015
0500000US18027,"Daviess County, Indiana",0.4079,0.0184,2015
0500000US21059,"Daviess County, Kentucky",0.4373,0.0106,2015
0500000US29061,"Daviess County, Missouri",0.398,0.0167,2015
0500000US19051,"Davis County, Iowa",0.4488,0.0462,2015
0500000US49011,"Davis County, Utah",0.39,0.0086,2015
0500000US46035,"Davison County, South Dakota",0.4088,0.0215,2015
0500000US31045,"Dawes County, Nebraska",0.4501,0.0385,2015
0500000US13085,"Dawson County, Georgia",0.4588,0.0299,2015
0500000US30021,"Dawson County, Montana",0.4145,0.0311,2015
0500000US31047,"Dawson County, Nebraska",0.402,0.0204,2015
0500000US48115,"Dawson County, Texas",0.4865,0.0381,2015
0500000US46037,"Day County, South Dakota",0.5156,0.039,2015
0500000US35011,"De Baca County, New Mexico",0.4409,0.0417,2015
