Geography,Geographic Area Name,Estimate!!Gini Index,Margin of Error!!Gini Index,year
0500000US72005,"Aguadilla Municipio, Puerto Rico",0.535,0.0164,2015
0500000US72007,"Aguas Buenas Municipio, Puerto Rico",0.5701,0.0694,2015
0500000US72009,"Aibonito Municipio, Puerto Rico",0.4582,0.0172,2015
0500000US45003,"Aiken County, South Carolina",0.4579,0.0105,2015
0500000US27001,"Aitkin County, Minnesota",0.4338,0.0265,2015
0500000US12001,"Alachua County, Florida",0.5177,0.0089,2015
0500000US37001,"Alamance County, North Carolina",0.4608,0.0109,2015
0500000US06001,"Alameda County, California",0.4702,0.0031,2015
0500000US08003,"Alamosa County, Colorado",0.5118,0.0345,2015
0500000US36001,"Albany County, New York",0.4532,0.0074,2015
0500000US56001,"Albany County, Wyoming",0.4964,0.018,2015
0500000US51003,"Albemarle County, Virginia",0.4817,0.0135,2015
0500000US26001,"Alcona County, Michigan",0.4337,0.0197,2015
0500000US28003,"Alcorn County, Mississippi",0.4459,0.0156,2015
0500000US02013,"Aleutians East Borough, Alaska",0.3743,0.0177,2015
0500000US02016,"Aleutians West Census Area, Alaska",0.3711,0.0145,2015
0500000US17003,"Alexander County, Illinois",0.4588,0.0255,2015
0500000US37003,"Alexander County, North Carolina",0.4284,0.0198,2015
0500000US51510,"Alexandria city, Virginia",0.4378,0.0079,2015
0500000US40003,"Alfalfa County, Oklahoma",0.5004,0.0585,2015
0500000US26003,"Alger County, Michigan",0.4355,0.041,2015
0500000US19005,"Allamakee County, Iowa",0.4277,0.0203,2015
0500000US26005,"Allegan County, Michigan",0.4156,0.0128,2015
0500000US24001,"Allegany County, Maryland",0.458,0.0118,2015
0500000US36003,"Allegany County, New York",0.41,0.013,2015
0500000US37005,"Alleghany County, North Carolina",0.4221,0.0196,2015
0500000US51005,"Alleghany County, Virginia",0.4215,0.0162,2015
0500000US42003,"Allegheny County, Pennsylvania",0.4855,0.0042,2015
0500000US18003,"Allen County, Indiana",0.4528,0.0079,2015
0500000US20001,"Allen County, Kansas",0.431,0.0268,2015
0500000US21003,"Allen County, Kentucky",0.4369,0.0265,2015
0500000US39003,"Allen County, Ohio",0.4497,0.0125,2015
0500000US22003,"Allen Parish, Louisiana",0.4688,0.0376,2015
0500000US45005,"Allendale County, South Carolina",0.4659,0.0361,2015
0500000US26007,"Alpena County, Michigan",0.4292,0.0133,2015
0500000US06003,"Alpine County, California",0.4583,0.0495,2015
0500000US06005,"Amador County, California",0.4512,0.0298,2015
0500000US51007,"Amelia County, Virginia",0.3973,0.0366,2015
0500000US51009,"Amherst County, Virginia",0.4187,0.0215,2015
0500000US28005,"Amite County, Mississippi",0.4577,0.0235,2015
0500000US02020,"Anchorage Municipality, Alaska",0.4225,0.0095,2015
0500000US20003,"Anderson County, Kansas",0.3989,0.0231,2015
0500000US21005,"Anderson County, Kentucky",0.3685,0.0188,2015
0500000US45007,"Anderson County, South Carolina",0.4432,0.0082,2015
0500000US47001,"Anderson County, Tennessee",0.475,0.0233,2015
0500000US48001,"Anderson County, Texas",0.4532,0.0205,2015
0500000US29003,"Andrew County, Missouri",0.4215,0.0236,2015
0500000US48003,"Andrews County, Texas",0.4425,0.0349,2015
0500000US23001,"Androscoggin County, Maine",0.4321,0.0126,2015
0500000US48005,"Angelina County, Texas",0.4631,0.0254,2015
0500000US24003,"Anne Arundel County, Maryland",0.4162,0.0072,2015
0500000US27003,"Anoka County, Minnesota",0.3882,0.006,2015
0500000US37007,"Anson County, North Carolina",0.447,0.0225,2015
0500000US31003,"Antelope County, Nebraska",0.4602,0.0309,2015
0500000US26009,"Antrim County, Michigan",0.4635,0.0204,2015
0500000US04001,"Apache County, Arizona",0.4793,0.012,2015
0500000US19007,"Appanoose County, Iowa",0.4492,0.0299,2015
0500000US13001,"Appling County, Georgia",0.458,0.035,2015
0500000US51011,"Appomattox County, Virginia",0.4256,0.0275,2015
0500000US48007,"Aransas County, Texas",0.5134,0.0367,2015
0500000US08005,"Arapahoe County, Colorado",0.4649,0.0063,2015
0500000US48009,"Archer County, Texas",0.4419,0.0386,2015
0500000US08007,"Archuleta County, Colorado",0.4521,0.0272,2015
0500000US72013,"Arecibo Municipio, Puerto Rico",0.5329,0.0137,2015
0500000US26011,"Arenac County, Michigan",0.4349,0.0167,2015
0500000US05001,"Arkansas County, Arkansas",0.4816,0.0294,2015
0500000US51013,"Arlington County, Virginia",0.4404,0.0071,2015
0500000US42005,"Armstrong County, Pennsylvania",0.4169,0.0078,2015
0500000US48011,"Armstrong County, Texas",0.3784,0.025,2015
0500000US23003,"Aroostook County, Maine",0.4462,0.0107,2015
0500000US72015,"Arroyo Municipio, Puerto Rico",0.4833,0.0482,2015
0500000US31005,"Arthur County, Nebraska",0.4832,0.1198,2015
0500000US22005,"Ascension Parish, Louisiana",0.4041,0.0101,2015
0500000US37009,"Ashe County, North Carolina",0.4478,0.0334,2015
0500000US39005,"Ashland County, Ohio",0.4123,0.0304,2015
0500000US55003,"Ashland County, Wisconsin",0.431,0.0153,2015
0500000US05003,"Ashley County, Arkansas",0.4754,0.0322,2015
0500000US39007,"Ashtabula County, Ohio",0.4245,0.0077,2015
0500000US53003,"Asotin County, Washington",0.4326,0.0216,2015
0500000US22007,"Assumption Parish, Louisiana",0.4501,0.0284,2015
0500000US48013,"Atascosa County, Texas",0.4335,0.0242,2015
0500000US20005,"Atchison County, Kansas",0.4364,0.039,2015
0500000US29005,"Atchison County, Missouri",0.4314,0.0215,2015
0500000US39009,"Athens County, Ohio",0.509,0.0185,2015
0500000US13003,"Atkinson County, Georgia",0.4753,0.0431,2015
0500000US34001,"Atlantic County, New Jersey",0.4572,0.007,2015
0500000US40005,"Atoka County, Oklahoma",0.4735,0.0227,2015
0500000US28007,"Attala County, Mississippi",0.5136,0.0383,2015
0500000US29007,"Audrain County, Missouri",0.4134,0.0262,2015
0500000US19009,"Audubon County, Iowa",0.4647,0.0437,2015
0500000US39011,"Auglaize County, Ohio",0.3907,0.0108,2015
0500000US51015,"Augusta County, Virginia",0.4329,0.021,2015
0500000US46003,"Aurora County, South Dakota",0.4127,0.041,2015
0500000US48015,"Austin County, Texas",0.4464,0.0215,2015
0500000US01001,"Autauga County, Alabama",0.4227,0.0175,2015
0500000US37011,"Avery County, North Carolina",0.4916,0.0303,2015
0500000US22009,"Avoyelles Parish, Louisiana",0.4878,0.0189,2015
0500000US72011,"Añasco Municipio, Puerto Rico",0.4548,0.0217,2015
0500000US08009,"Baca County, Colorado",0.4335,0.0255,2015
0500000US13005,"Bacon County, Georgia",0.4306,0.025,2015
0500000US48017,"Bailey County, Texas",0.4043,0.0394,2015
0500000US12003,"Baker County, Florida",0.438,0.0282,2015
0500000US13007,"Baker County, Georgia",0.4713,0.0488,2015
0500000US41001,"Baker County, Oregon",0.4581,0.0224,2015
0500000US01003,"Baldwin County, Alabama",0.4564,0.0108,2015
0500000US13009,"Baldwin County, Georgia",0.5169,0.0287,2015
0500000US21007,"Ballard County, Kentucky",0.4461,0.0233,2015
0500000US24005,"Baltimore County, Maryland",0.4463,0.0046,2015
0500000US24510,"Baltimore city, Maryland",0.5098,0.0061,2015
0500000US45009,"Bamberg County, South Carolina",0.5012,0.0466,2015
0500000US48019,"Bandera County, Texas",0.4055,0.0215,2015
0500000US13011,"Banks County, Georgia",0.4049,0.0181,2015
0500000US31007,"Banner County, Nebraska",0.5159,0.0779,2015
0500000US16005,"Bannock County, Idaho",0.4417,0.0131,2015
0500000US26013,"Baraga County, Michigan",0.4365,0.0318,2015
0500000US20007,"Barber County, Kansas",0.4302,0.026,2015
0500000US01005,"Barbour County, Alabama",0.4642,0.015,2015
0500000US54001,"Barbour County, West Virginia",0.4358,0.021,2015
0500000US72017,"Barceloneta Municipio, Puerto Rico",0.5075,0.0255,2015
0500000US38003,"Barnes County, North Dakota",0.471,0.0384,2015
0500000US25001,"Barnstable County, Massachusetts",0.457,0.0086,2015
0500000US45011,"Barnwell County, South Carolina",0.4843,0.0282,2015
0500000US72019,"Barranquitas Municipio, Puerto Rico",0.5454,0.036,2015
0500000US21009,"Barren County, Kentucky",0.4472,0.0174,2015
0500000US55005,"Barron County, Wisconsin",0.4048,0.0114,2015
0500000US13013,"Barrow County, Georgia",0.3943,0.0177,2015
0500000US26015,"Barry County, Michigan",0.3957,0.0159,2015
0500000US29009,"Barry County, Missouri",0.4029,0.0151,2015
0500000US18005,"Bartholomew County, Indiana",0.4255,0.0125,2015
0500000US20009,"Barton County, Kansas",0.4392,0.0247,2015
0500000US29011,"Barton County, Missouri",0.4521,0.0264,2015
0500000US13015,"Bartow County, Georgia",0.4264,0.0159,2015
0500000US48021,"Bastrop County, Texas",0.4327,0.0278,2015
0500000US29013,"Bates County, Missouri",0.4263,0.0209,2015
0500000US21011,"Bath County, Kentucky",0.5118,0.0609,2015
0500000US51017,"Bath County, Virginia",0.5099,0.0963,2015
0500000US05005,"Baxter County, Arkansas",0.4574,0.0333,2015
0500000US12005,"Bay County, Florida",0.4404,0.0096,2015
0500000US26017,"Bay County, Michigan",0.4366,0.0128,2015
0500000US72021,"Bayamón Municipio, Puerto Rico",0.4877,0.009,2015
0500000US55007,"Bayfield County, Wisconsin",0.4072,0.0113,2015
0500000US48023,"Baylor County, Texas",0.581,0.1003,2015
0500000US46005,"Beadle County, South Dakota",0.4233,0.0245,2015
0500000US16007,"Bear Lake County, Idaho",0.3893,0.0433,2015
0500000US37013,"Beaufort County, North Carolina",0.4515,0.0199,2015
0500000US45013,"Beaufort County, South Carolina",0.4693,0.0117,2015
0500000US22011,"Beauregard Parish, Louisiana",0.4486,0.0227,2015
0500000US40007,"Beaver County, Oklahoma",0.4407,0.0342,2015
0500000US42007,"Beaver County, Pennsylvania",0.429,0.0095,2015
0500000US49001,"Beaver County, Utah",0.3984,0.0307,2015
0500000US30001,"Beaverhead County, Montana",0.4805,0.0482,2015
0500000US27005,"Becker County, Minnesota",0.4242,0.0103,2015
0500000US40009,"Beckham County, Oklahoma",0.4901,0.0513,2015
0500000US42009,"Bedford County, Pennsylvania",0.414,0.0097,2015
0500000US47003,"Bedford County, Tennessee",0.4331,0.0268,2015
0500000US51019,"Bedford County, Virginia",0.4233,0.015,2015
0500000US48025,"Bee County, Texas",0.475,0.0271,2015
0500000US33001,"Belknap County, New Hampshire",0.4312,0.0129,2015
0500000US21013,"Bell County, Kentucky",0.4796,0.0148,2015
0500000US48027,"Bell County, Texas",0.4347,0.0086,2015
0500000US39013,"Belmont County, Ohio",0.4379,0.0135,2015
0500000US27007,"Beltrami County, Minnesota",0.4432,0.0187,2015
0500000US13017,"Ben Hill County, Georgia",0.4726,0.0237,2015
0500000US16009,"Benewah County, Idaho",0.412,0.0251,2015
0500000US46007,"Bennett County, South Dakota",0.4472,0.0697,2015
0500000US50003,"Bennington County, Vermont",0.4542,0.0178,2015
0500000US38005,"Benson County, North Dakota",0.5186,0.0316,2015
0500000US08011,"Bent County, Colorado",0.4515,0.037,2015
0500000US05007,"Benton County, Arkansas",0.4442,0.0075,2015
0500000US18007,"Benton County, Indiana",0.3838,0.016,2015
0500000US19011,"Benton County, Iowa",0.4173,0.0285,2015
0500000US27009,"Benton County, Minnesota",0.4088,0.0123,2015
0500000US28009,"Benton County, Mississippi",0.4903,0.0581,2015
0500000US29015,"Benton County, Missouri",0.4298,0.0205,2015
0500000US41003,"Benton County, Oregon",0.4823,0.013,2015
0500000US47005,"Benton County, Tennessee",0.4533,0.018,2015
0500000US53005,"Benton County, Washington",0.4313,0.0071,2015
0500000US26019,"Benzie County, Michigan",0.4048,0.0147,2015
0500000US34003,"Bergen County, New Jersey",0.4832,0.0042,2015
0500000US45015,"Berkeley County, South Carolina",0.423,0.0111,2015
0500000US54003,"Berkeley County, West Virginia",0.4161,0.022,2015
0500000US42011,"Berks County, Pennsylvania",0.4344,0.0054,2015
0500000US25003,"Berkshire County, Massachusetts",0.472,0.0094,2015
0500000US35001,"Bernalillo County, New Mexico",0.4743,0.0048,2015
0500000US13019,"Berrien County, Georgia",0.452,0.02,2015
0500000US26021,"Berrien County, Michigan",0.4676,0.0088,2015
0500000US37015,"Bertie County, North Carolina",0.4567,0.0159,2015
0500000US02050,"Bethel Census Area, Alaska",0.4205,0.0141,2015
0500000US48029,"Bexar County, Texas",0.463,0.0035,2015
0500000US01007,"Bibb County, Alabama",0.441,0.0475,2015
0500000US13021,"Bibb County, Georgia",0.5201,0.0122,2015
0500000US22013,"Bienville Parish, Louisiana",0.4813,0.0342,2015
0500000US30003,"Big Horn County, Montana",0.4439,0.0239,2015
0500000US56003,"Big Horn County, Wyoming",0.3903,0.0152,2015
0500000US27011,"Big Stone County, Minnesota",0.4434,0.0212,2015
0500000US38007,"Billings County, North Dakota",0.4733,0.053,2015
0500000US16011,"Bingham County, Idaho",0.398,0.013,2015
0500000US19013,"Black Hawk County, Iowa",0.435,0.0088,2015
0500000US18009,"Blackford County, Indiana",0.4231,0.0337,2015
0500000US37017,"Bladen County, North Carolina",0.4833,0.0213,2015
0500000US16013,"Blaine County, Idaho",0.4642,0.0283,2015
0500000US30005,"Blaine County, Montana",0.4389,0.0274,2015
0500000US31009,"Blaine County, Nebraska",0.3914,0.0461,2015
0500000US40011,"Blaine County, Oklahoma",0.4442,0.0244,2015
0500000US42013,"Blair County, Pennsylvania",0.4383,0.0096,2015
0500000US48031,"Blanco County, Texas",0.434,0.0296,2015
0500000US51021,"Bland County, Virginia",0.3834,0.0242,2015
0500000US13023,"Bleckley County, Georgia",0.4909,0.0505,2015
0500000US47007,"Bledsoe County, Tennessee",0.4497,0.0234,2015
0500000US01009,"Blount County, Alabama",0.4037,0.0145,2015
0500000US47009,"Blount County, Tennessee",0.4557,0.016,2015
0500000US27013,"Blue Earth County, Minnesota",0.4563,0.0151,2015
0500000US16015,"Boise County, Idaho",0.4439,0.0293,2015
0500000US28011,"Bolivar County, Mississippi",0.4938,0.0147,2015
0500000US29017,"Bollinger County, Missouri",0.4493,0.0224,2015
0500000US46009,"Bon Homme County, South Dakota",0.45,0.0378,2015
0500000US17005,"Bond County, Illinois",0.4308,0.0288,2015
0500000US16017,"Bonner County, Idaho",0.4562,0.022,2015
0500000US16019,"Bonneville County, Idaho",0.4502,0.0173,2015
0500000US05009,"Boone County, Arkansas",0.4482,0.0212,2015
0500000US17007,"Boone County, Illinois",0.4156,0.0168,2015
0500000US18011,"Boone County, Indiana",0.479,0.017,2015
0500000US19015,"Boone County, Iowa",0.3993,0.0158,2015
0500000US21015,"Boone County, Kentucky",0.4013,0.0116,2015
0500000US29019,"Boone County, Missouri",0.4826,0.0101,2015
0500000US31011,"Boone County, Nebraska",0.4529,0.0276,2015
0500000US54005,"Boone County, West Virginia",0.448,0.0219,2015
0500000US48033,"Borden County, Texas",0.5737,0.1369,2015
0500000US48035,"Bosque County, Texas",0.4603,0.0339,2015
0500000US22015,"Bossier Parish, Louisiana",0.443,0.0129,2015
0500000US51023,"Botetourt County, Virginia",0.4318,0.043,2015
0500000US38009,"Bottineau County, North Dakota",0.4724,0.039,2015
0500000US08013,"Boulder County, Colorado",0.4754,0.0078,2015
0500000US16021,"Boundary County, Idaho",0.4512,0.0315,2015
0500000US20011,"Bourbon County, Kansas",0.4562,0.0239,2015
0500000US21017,"Bourbon County, Kentucky",0.4476,0.0316,2015
0500000US48037,"Bowie County, Texas",0.4869,0.0182,2015
0500000US38011,"Bowman County, North Dakota",0.4359,0.0358,2015
0500000US31013,"Box Butte County, Nebraska",0.4078,0.0237,2015
0500000US49003,"Box Elder County, Utah",0.3848,0.0139,2015
0500000US21019,"Boyd County, Kentucky",0.5123,0.0529,2015
0500000US31015,"Boyd County, Nebraska",0.4539,0.0541,2015
0500000US21021,"Boyle County, Kentucky",0.4698,0.0235,2015
0500000US21023,"Bracken County, Kentucky",0.4332,0.0202,2015
0500000US12007,"Bradford County, Florida",0.4622,0.0294,2015
0500000US42015,"Bradford County, Pennsylvania",0.4369,0.0155,2015
0500000US05011,"Bradley County, Arkansas",0.4928,0.0375,2015
0500000US47011,"Bradley County, Tennessee",0.4819,0.0227,2015
0500000US26023,"Branch County, Michigan",0.4221,0.0124,2015
0500000US13025,"Brantley County, Georgia",0.4146,0.0276,2015
0500000US54007,"Braxton County, West Virginia",0.4487,0.0239,2015
0500000US48039,"Brazoria County, Texas",0.4304,0.01,2015
0500000US48041,"Brazos County, Texas",0.5195,0.0104,2015
0500000US21025,"Breathitt County, Kentucky",0.4801,0.0215,2015
0500000US21027,"Breckinridge County, Kentucky",0.4069,0.0201,2015
0500000US19017,"Bremer County, Iowa",0.435,0.0195,2015
0500000US12009,"Brevard County, Florida",0.4493,0.0066,2015
0500000US48043,"Brewster County, Texas",0.501,0.0646,2015
0500000US48045,"Briscoe County, Texas",0.4446,0.0327,2015
0500000US02060,"Bristol Bay Borough, Alaska",0.3571,0.0465,2015
0500000US25005,"Bristol County, Massachusetts",0.4536,0.0042,2015
0500000US44001,"Bristol County, Rhode Island",0.4755,0.0157,2015
0500000US51520,"Bristol city, Virginia",0.4685,0.0372,2015
0500000US30007,"Broadwater County, Montana",0.4272,0.0314,2015
0500000US36005,"Bronx County, New York",0.5015,0.0036,2015
0500000US54009,"Brooke County, West Virginia",0.4145,0.0185,2015
0500000US46011,"Brookings County, South Dakota",0.4508,0.0317,2015
0500000US13027,"Brooks County, Georgia",0.4798,0.0326,2015
0500000US48047,"Brooks County, Texas",0.5338,0.0614,2015
0500000US36007,"Broome County, New York",0.4523,0.0062,2015
0500000US08014,"Broomfield County, Colorado",0.4246,0.0153,2015
0500000US12011,"Broward County, Florida",0.4788,0.0043,2015
0500000US17009,"Brown County, Illinois",0.4327,0.0409,2015
0500000US18013,"Brown County, Indiana",0.4556,0.0409,2015
0500000US20013,"Brown County, Kansas",0.4219,0.0268,2015
0500000US27015,"Brown County, Minnesota",0.4216,0.0164,2015
0500000US31017,"Brown County, Nebraska",0.4663,0.0502,2015
0500000US39015,"Brown County, Ohio",0.4189,0.0179,2015
0500000US46013,"Brown County, South Dakota",0.4253,0.0194,2015
0500000US48049,"Brown County, Texas",0.4629,0.0262,2015
0500000US55009,"Brown County, Wisconsin",0.4348,0.01,2015
0500000US46015,"Brule County, South Dakota",0.4064,0.0341,2015
0500000US37019,"Brunswick County, North Carolina",0.4534,0.0197,2015
0500000US51025,"Brunswick County, Virginia",0.4669,0.0315,2015
0500000US13029,"Bryan County, Georgia",0.4074,0.0226,2015
0500000US40013,"Bryan County, Oklahoma",0.4508,0.0138,2015
0500000US19019,"Buchanan County, Iowa",0.446,0.0393,2015
0500000US29021,"Buchanan County, Missouri",0.4274,0.0122,2015
0500000US51027,"Buchanan County, Virginia",0.4665,0.016,2015
0500000US51029,"Buckingham County, Virginia",0.4131,0.0333,2015
0500000US42017,"Bucks County, Pennsylvania",0.4402,0.0045,2015
0500000US19021,"Buena Vista County, Iowa",0.4404,0.0313,2015
0500000US51530,"Buena Vista city, Virginia",0.4257,0.0375,2015
0500000US31019,"Buffalo County, Nebraska",0.4344,0.019,2015
0500000US46017,"Buffalo County, South Dakota",0.4284,0.0299,2015
0500000US55011,"Buffalo County, Wisconsin",0.4163,0.0149,2015
0500000US21029,"Bullitt County, Kentucky",0.3719,0.0112,2015
0500000US13031,"Bulloch County, Georgia",0.5002,0.0163,2015
0500000US01011,"Bullock County, Alabama",0.4648,0.0414,2015
0500000US37021,"Buncombe County, North Carolina",0.4641,0.0096,2015
0500000US17011,"Bureau County, Illinois",0.437,0.0162,2015
0500000US13033,"Burke County, Georgia",0.4686,0.017,2015
0500000US37023,"Burke County, North Carolina",0.4408,0.0114,2015
0500000US38013,"Burke County, North Dakota",0.4679,0.0366,2015
0500000US38015,"Burleigh County, North Dakota",0.4313,0.0121,2015
0500000US48051,"Burleson County, Texas",0.4362,0.0237,2015
0500000US34005,"Burlington County, New Jersey",0.4259,0.0062,2015
0500000US48053,"Burnet County, Texas",0.4413,0.0251,2015
0500000US55013,"Burnett County, Wisconsin",0.4296,0.0139,2015
0500000US31021,"Burt County, Nebraska",0.4093,0.0189,2015
0500000US01013,"Butler County, Alabama",0.4506,0.0184,2015
0500000US19023,"Butler County, Iowa",0.4049,0.0288,2015
0500000US20015,"Butler County, Kansas",0.4123,0.0133,2015
0500000US21031,"Butler County, Kentucky",0.4413,0.0197,2015
0500000US29023,"Butler County, Missouri",0.4494,0.023,2015
0500000US31023,"Butler County, Nebraska",0.4515,0.0495,2015
0500000US39017,"Butler County, Ohio",0.4365,0.0055,2015
0500000US42019,"Butler County, Pennsylvania",0.4404,0.007,2015
0500000US06007,"Butte County, California",0.4743,0.0098,2015
0500000US16023,"Butte County, Idaho",0.4793,0.0437,2015
0500000US46019,"Butte County, South Dakota",0.4473,0.0398,2015
0500000US13035,"Butts County, Georgia",0.4381,0.0282,2015
0500000US37025,"Cabarrus County, North Carolina",0.426,0.01,2015
0500000US54011,"Cabell County, West Virginia",0.5033,0.013,2015
0500000US72023,"Cabo Rojo Municipio, Puerto Rico",0.5387,0.0227,2015
0500000US49005,"Cache County, Utah",0.4251,0.0099,2015
0500000US40015,"Caddo County, Oklahoma",0.455,0.0201,2015
0500000US22017,"Caddo Parish, Louisiana",0.5039,0.0084,2015
0500000US72025,"Caguas Municipio, Puerto Rico",0.515,0.0113,2015
0500000US06009,"Calaveras County, California",0.4565,0.0203,2015
0500000US22019,"Calcasieu Parish, Louisiana",0.4689,0.0096,2015
0500000US21033,"Caldwell County, Kentucky",0.4396,0.0355,2015
0500000US29025,"Caldwell County, Missouri",0.4221,0.0232,2015
0500000US37027,"Caldwell County, North Carolina",0.455,0.0168,2015
0500000US48055,"Caldwell County, Texas",0.4186,0.02,2015
0500000US22021,"Caldwell Parish, Louisiana",0.5253,0.0458,2015
0500000US50005,"Caledonia County, Vermont",0.4164,0.0137,2015
0500000US01015,"Calhoun County, Alabama",0.4464,0.0111,2015
0500000US05013,"Calhoun County, Arkansas",0.4338,0.0283,2015
0500000US12013,"Calhoun County, Florida",0.4476,0.0379,2015
0500000US13037,"Calhoun County, Georgia",0.6068,0.0891,2015
0500000US17013,"Calhoun County, Illinois",0.4075,0.0261,2015
0500000US19025,"Calhoun County, Iowa",0.4591,0.02,2015
0500000US26025,"Calhoun County, Michigan",0.4465,0.0104,2015
0500000US28013,"Calhoun County, Mississippi",0.4536,0.0223,2015
0500000US45017,"Calhoun County, South Carolina",0.4912,0.044,2015
0500000US48057,"Calhoun County, Texas",0.4141,0.0195,2015
0500000US54013,"Calhoun County, West Virginia",0.431,0.0312,2015
0500000US48059,"Callahan County, Texas",0.4825,0.0298,2015
0500000US29027,"Callaway County, Missouri",0.4156,0.0191,2015
0500000US21035,"Calloway County, Kentucky",0.4887,0.0178,2015
0500000US55015,"Calumet County, Wisconsin",0.3748,0.0151,2015
0500000US24009,"Calvert County, Maryland",0.3768,0.0119,2015
0500000US16025,"Camas County, Idaho",0.493,0.0716,2015
0500000US42021,"Cambria County, Pennsylvania",0.4462,0.0108,2015
0500000US13039,"Camden County, Georgia",0.4026,0.019,2015
0500000US29029,"Camden County, Missouri",0.4436,0.0182,2015
0500000US34007,"Camden County, New Jersey",0.4601,0.0055,2015
0500000US37029,"Camden County, North Carolina",0.3913,0.0303,2015
0500000US42023,"Cameron County, Pennsylvania",0.4406,0.0348,2015
0500000US48061,"Cameron County, Texas",0.4956,0.0069,2015
0500000US22023,"Cameron Parish, Louisiana",0.4129,0.0339,2015
0500000US48063,"Camp County, Texas",0.4474,0.0399,2015
0500000US21037,"Campbell County, Kentucky",0.4439,0.0127,2015
0500000US46021,"Campbell County, South Dakota",0.5416,0.1041,2015
0500000US47013,"Campbell County, Tennessee",0.4685,0.0179,2015
0500000US51031,"Campbell County, Virginia",0.4246,0.0179,2015
0500000US56005,"Campbell County, Wyoming",0.371,0.0203,2015
0500000US72027,"Camuy Municipio, Puerto Rico",0.5046,0.0314,2015
0500000US40017,"Canadian County, Oklahoma",0.3892,0.0102,2015
0500000US13043,"Candler County, Georgia",0.519,0.0437,2015
0500000US47015,"Cannon County, Tennessee",0.4598,0.0657,2015
0500000US16027,"Canyon County, Idaho",0.4006,0.0104,2015
0500000US72029,"Canóvanas Municipio, Puerto Rico",0.5118,0.0172,2015
0500000US29031,"Cape Girardeau County, Missouri",0.4592,0.0167,2015
0500000US34009,"Cape May County, New Jersey",0.4526,0.0089,2015
0500000US30009,"Carbon County, Montana",0.4231,0.0195,2015
0500000US42025,"Carbon County, Pennsylvania",0.4126,0.025,2015
0500000US49007,"Carbon County, Utah",0.4088,0.0162,2015
0500000US56007,"Carbon County, Wyoming",0.3926,0.019,2015
0500000US16029,"Caribou County, Idaho",0.3872,0.028,2015
0500000US21039,"Carlisle County, Kentucky",0.4092,0.0266,2015
0500000US27017,"Carlton County, Minnesota",0.4003,0.0129,2015
0500000US72031,"Carolina Municipio, Puerto Rico",0.4791,0.0132,2015
0500000US24011,"Caroline County, Maryland",0.4248,0.0176,2015
0500000US51033,"Caroline County, Virginia",0.4009,0.0224,2015
0500000US05015,"Carroll County, Arkansas",0.424,0.0232,2015
0500000US13045,"Carroll County, Georgia",0.4609,0.0222,2015
0500000US17015,"Carroll County, Illinois",0.421,0.0195,2015
0500000US18015,"Carroll County, Indiana",0.3966,0.0218,2015
0500000US19027,"Carroll County, Iowa",0.4366,0.0174,2015
0500000US21041,"Carroll County, Kentucky",0.431,0.0294,2015
0500000US24013,"Carroll County, Maryland",0.3984,0.0123,2015
0500000US28015,"Carroll County, Mississippi",0.481,0.0286,2015
0500000US29033,"Carroll County, Missouri",0.447,0.0225,2015
0500000US33003,"Carroll County, New Hampshire",0.4558,0.0205,2015
0500000US39019,"Carroll County, Ohio",0.4119,0.0177,2015
0500000US47017,"Carroll County, Tennessee",0.4485,0.0215,2015
0500000US51035,"Carroll County, Virginia",0.4426,0.0312,2015
0500000US32510,"Carson City, Nevada",0.4487,0.0173,2015
0500000US48065,"Carson County, Texas",0.3761,0.0284,2015
0500000US21043,"Carter County, Kentucky",0.4175,0.0199,2015
0500000US29035,"Carter County, Missouri",0.4997,0.0344,2015
0500000US30011,"Carter County, Montana",0.4874,0.0459,2015
0500000US40019,"Carter County, Oklahoma",0.4521,0.0177,2015
0500000US47019,"Carter County, Tennessee",0.4512,0.0207,2015
0500000US37031,"Carteret County, North Carolina",0.4601,0.0125,2015
0500000US27019,"Carver County, Minnesota",0.4281,0.0122,2015
0500000US30013,"Cascade County, Montana",0.4515,0.0132,2015
0500000US21045,"Casey County, Kentucky",0.4532,0.0208,2015
0500000US17017,"Cass County, Illinois",0.4148,0.0214,2015
0500000US18017,"Cass County, Indiana",0.4237,0.0252,2015
0500000US19029,"Cass County, Iowa",0.4313,0.0276,2015
0500000US26027,"Cass County, Michigan",0.4326,0.0155,2015
0500000US27021,"Cass County, Minnesota",0.4248,0.0091,2015
0500000US29037,"Cass County, Missouri",0.4043,0.009,2015
0500000US31025,"Cass County, Nebraska",0.4018,0.0163,2015
0500000US38017,"Cass County, North Dakota",0.4628,0.0088,2015
0500000US48067,"Cass County, Texas",0.4478,0.0176,2015
0500000US16031,"Cassia County, Idaho",0.402,0.0167,2015
0500000US48069,"Castro County, Texas",0.49,0.0977,2015
0500000US37033,"Caswell County, North Carolina",0.4327,0.0206,2015
0500000US22025,"Catahoula Parish, Louisiana",0.5187,0.0416,2015
0500000US37035,"Catawba County, North Carolina",0.4555,0.0103,2015
0500000US72033,"Cataño Municipio, Puerto Rico",0.5557,0.0208,2015
0500000US13047,"Catoosa County, Georgia",0.3947,0.0113,2015
0500000US35003,"Catron County, New Mexico",0.4133,0.0533,2015
0500000US36009,"Cattaraugus County, New York",0.4215,0.0075,2015
0500000US38019,"Cavalier County, North Dakota",0.4552,0.0365,2015
